respondent_id,wave,month,segment_code,audience,gender,age,prefecture_code,geography,marital_status,living_alone,living_with_spouse,living_with_significant_other,living_with_children,living_with_parents,living_with_siblings,living_with_friend,living_with_other,has_children_separate,boys_under_17_in_hh,boys_in_hh,girls_under_17_in_hh,girls_in_hh,has_grandchildren,recent_visit_tdl,been_to_tdl_past_3yr,recent_visit_tds,been_to_tds_past_3yr,recent_visit_usj,visit_count_tdl,visit_count_tds,visit_count_usj,decision_maker,non_park_rejector,aided_awareness_tdl,aided_awareness_tds,aided_awareness_usj,familiarity_tdl,familiarity_tds,familiarity_usj,opinion_tdl,opinion_tds,opinion_usj,consideration_tdl,consideration_tds,consideration_usj,likelihood_visit_tdl,likelihood_visit_tds,likelihood_visit_usj,when_visit_tdl,intent_visit_tdl_code,intent_visit_tdl,when_visit_tds,intent_visit_tds_code,intent_visit_tds_or_tdl,intent_visit_tds,nps_tdl,nps_tds,nps_usj,funderful_disney_member,disney_plus_subscriber,disney_card_club_member,disney_store_card_member,disney_vacation_club_member,no_disney_fandom,disney_fandom,annual_personal_income,annual_household_income,tdl_func_relaxing,tdl_func_enjoy_myself,tdl_func_lifelong_memories,tdl_func_bond_family_friends,tdl_func_great_for_kids_under_6,tdl_func_great_for_kids_7_17,tdl_func_great_for_adults,tdl_func_want_children_experience,tdl_func_expand_child_worldview,tdl_func_great_for_all_family,tdl_func_understands_what_i_like,tdl_func_feel_comfortable,tdl_func_keeping_up_with_times,tdl_func_variety_of_things,tdl_func_unique_experiences,tdl_func_repeat_experience,tdl_func_active_adventurous,tdl_func_thrilling,tdl_func_new_innovative,tdl_func_something_new,tdl_func_not_crowded,tdl_func_character_interaction,tdl_func_worth_short_vacation,tdl_func_worth_price,tdl_func_affordable,tdl_func_ticket_options,tdl_emot_land_of_dreams,tdl_emot_removed_from_reality,tdl_emot_fantastical,tdl_emot_heartwarming,tdl_emot_soothing_healing,tdl_emot_feeling_safe,tdl_emot_longing_aspiring,tdl_emot_sparkling,tdl_emot_premium_feeling,tdl_emot_feel_good,bipolar_fun,bipolar_feeling_special,bipolar_anticipation,bipolar_excitement,bipolar_playful_mind,bipolar_relaxed_content,bipolar_only_one,bipolar_oshi,bipolar_return_childhood,bipolar_trending,bipolar_realism,bipolar_innovative,bipolar_unpredictability,bipolar_refreshing_look,bipolar_edgy,bipolar_feel_refreshed,bipolar_heart_throbbing,bipolar_be_merry,bipolar_suspenseful
2288,4,May,5,E. Adults 35+ (no kids in HH),1,77,1,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,6,Yes,6,Yes,9,3,1,0,1,8,1,1,1,5,4,3,5,4,3,5,4,3,5,4,3,4,1,Yes,4,1,1,Yes,9,9,7,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2289,4,May,5,E. Adults 35+ (no kids in HH),2,73,4,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,2,8,No,9,No,9,0,0,0,3,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,8,8,8,0,0,0,0,0,1,No,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4,4,2,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2290,4,May,5,E. Adults 35+ (no kids in HH),2,74,4,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,8,No,9,0,0,0,3,6,1,1,1,4,4,4,4,4,4,2,3,3,2,3,2,8,8,No,8,8,8,No,6,8,7,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,5,3,3,4,5,1,4,5,5,5,5,3,5,5,5
2291,4,May,5,E. Adults 35+ (no kids in HH),2,37,5,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,9,No,8,No,8,0,0,0,2,5,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,7,7,No,7,7,7,No,6,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4
2292,4,May,5,E. Adults 35+ (no kids in HH),2,54,7,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,3,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,7,7,6,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,3,4,5,4,5,4,5,4,4,4,4
2293,4,May,5,E. Adults 35+ (no kids in HH),1,48,42,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,5,Yes,5,Yes,6,1,1,1,1,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,1,Yes,6,1,1,Yes,11,11,11,0,0,0,0,0,1,No,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,1,1,2
2294,4,May,5,E. Adults 35+ (no kids in HH),1,41,35,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,3,Yes,3,Yes,6,3,3,1,2,8,1,1,1,4,4,4,4,4,4,4,4,4,5,5,4,3,1,Yes,3,1,1,Yes,10,10,8,0,0,0,0,0,1,No,2,5,2,4,5,4,4,3,4,4,3,4,4,4,3,4,5,4,5,3,4,4,2,3,4,4,3,3,5,4,3,4,3,4,4,5,4,4,2,3,3,2,5,3,4,4,3,3,3,2,2,2,5,3,4,5,3
2295,4,May,5,E. Adults 35+ (no kids in HH),1,48,34,Domestic,3,0,0,1,0,0,0,1,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,2,6,1,1,1,4,4,5,4,4,5,3,3,4,3,3,4,8,8,No,8,8,8,No,6,6,9,0,1,0,0,0,0,Yes,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,5,5,4,5,2,4,5,5,5,3,4,6,6,5,4,5
2296,4,May,5,E. Adults 35+ (no kids in HH),1,68,36,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,8,0,0,0,1,5,1,1,1,3,3,3,4,4,4,4,2,3,4,3,4,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2297,4,May,5,E. Adults 35+ (no kids in HH),2,42,33,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,9,No,9,No,6,0,0,1,1,7,1,1,1,3,2,4,3,3,4,2,2,4,3,2,4,7,7,No,7,7,7,No,8,7,9,0,0,0,0,0,1,No,2,4,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,4,5,5,5,6,4,4,5,3,5,5,6,5,5,4,4,5,5,6
2298,4,May,5,E. Adults 35+ (no kids in HH),2,38,35,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,2,10,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,3,1,Yes,3,1,1,Yes,11,11,11,0,1,1,0,0,0,Yes,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,7,4,4,4,6,4,4,4,7
2299,4,May,5,E. Adults 35+ (no kids in HH),2,61,33,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,2,5,1,1,1,5,5,4,5,5,4,4,4,4,3,3,2,7,7,No,7,7,7,No,11,10,10,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,2,4,5,6,4,5,5,5,5,3,5
2300,4,May,5,E. Adults 35+ (no kids in HH),2,62,32,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,9,0,0,0,1,6,1,1,1,4,4,1,4,5,3,5,5,3,4,4,3,8,8,No,8,8,8,No,9,11,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,2,2,2,4,1,4,2,4,2,5,2,4,4,5
2301,5,June,1,A. Young Families,1,35,13,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,3,10,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,9,10,10,0,0,0,0,0,1,No,2,10,1,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,4,1,4,2,3,2,2,5,4,4,4,3,4,4,4,3,3,5,5,6,6,3,3,3,3,2,4,6,6,6,6,7,6,6,3,6
2302,5,June,1,A. Young Families,1,51,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,5,Yes,8,No,8,1,0,0,2,10,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,6,1,Yes,7,7,1,No,11,11,11,0,0,0,0,0,1,No,2,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,2,5,5,3,2,4,5,5,5,5,5,5,4,5,5,5,4,2,4,2,3,4,4,4,4,4,4,3,3,4,4,4,5,4,5
2303,5,June,1,A. Young Families,1,28,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,3,Yes,3,Yes,3,1,1,3,2,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,Yes,2,1,1,Yes,11,11,11,0,1,0,0,0,0,Yes,1,4,5,5,3,3,3,5,3,5,4,3,5,5,4,5,4,2,3,5,3,4,1,4,4,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2304,5,June,1,A. Young Families,1,35,11,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,9,No,9,0,0,0,2,10,1,0,1,4,0,4,4,0,4,4,0,2,4,0,4,8,8,No,0,0,8,No,6,0,9,0,0,0,0,0,1,No,2,9,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,2,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,5,4,4,4,4,5,4,4
2305,5,June,1,A. Young Families,1,35,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,3,Yes,4,Yes,4,3,3,2,2,6,1,1,1,3,4,4,5,4,4,4,4,5,5,4,5,3,1,Yes,2,1,1,Yes,4,2,6,0,1,0,0,0,0,Yes,1,13,4,2,2,4,5,3,3,3,4,3,3,3,4,2,2,3,4,3,3,4,2,3,4,3,4,3,4,3,4,3,3,3,2,2,2,2,2,3,4,3,4,3,2,2,3,3,3,2,4,3,4,5,4,3,3
2306,5,June,1,A. Young Families,1,30,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,4,Yes,5,Yes,7,2,1,0,3,8,1,1,1,4,4,2,4,4,4,4,4,4,4,4,3,8,8,No,4,1,1,Yes,10,10,10,0,0,0,0,0,1,No,2,4,3,4,4,4,3,4,4,5,5,4,2,3,4,5,4,4,4,4,3,3,1,5,4,1,1,4,5,5,3,4,3,3,4,4,3,4,2,2,1,2,3,4,1,6,4,3,3,4,3,3,6,3,3,1,3
2307,5,June,1,A. Young Families,1,30,11,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,4,Yes,4,Yes,4,3,3,2,1,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,Yes,5,1,1,Yes,10,9,10,0,1,0,0,0,0,Yes,2,6,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,5,5,4,4,4,3,4,4,5,5,5,5,5,5,5,4,4,5,6,6,3,3,2,2,6,3,3,5,5,3,6,3,4,5,3,4,6
2308,5,June,1,A. Young Families,1,45,11,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,9,No,9,0,0,0,1,8,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,10,10,10,0,0,0,0,0,1,No,2,4,3,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,2,5,4,3,2,4,5,4,4,4,4,5,4,5,4,4,4,3,4,3,3,4,2,6,3,4,6,5,6,6,6,5,5,4,6
2309,5,June,1,A. Young Families,1,46,14,Local,3,0,0,0,1,0,0,0,0,1,1,Yes,1,Yes,0,4,Yes,4,Yes,8,8,5,0,1,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Yes,8,8,1,No,11,11,11,0,0,0,0,0,1,No,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,7,1,4,4,7,7,1,7,7,7,7,7,7,7
2310,5,June,1,A. Young Families,1,33,13,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,1,Yes,5,Yes,8,3,1,0,2,8,1,1,1,4,4,2,4,4,3,4,4,3,4,4,2,8,8,No,8,8,8,No,7,8,7,0,0,0,0,0,1,No,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,5,4,3,3,3,4,4,2,2,5
2311,5,June,1,A. Young Families,1,41,14,Local,2,0,1,0,1,0,0,0,0,1,1,Yes,0,No,0,4,Yes,5,Yes,9,3,2,0,1,10,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,6,6,6,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,5,5,4,5,4,3,4,4,3,3,4,4,4
2312,5,June,1,A. Young Families,1,38,12,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,5,Yes,8,No,8,1,0,0,3,7,1,1,1,4,4,1,4,4,2,4,4,1,2,2,1,7,7,No,7,7,7,No,7,7,3,0,0,0,0,0,1,No,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,4,4,4,3,3,4,4,4,5,3,4,4,4
2313,5,June,1,A. Young Families,1,41,14,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,6,Yes,8,No,9,1,0,0,3,4,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,8,8,No,8,8,8,No,4,4,4,0,0,0,0,0,1,No,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,4,5,4,4,3,4,4,4,3,4,4,5,4,4
2314,5,June,1,A. Young Families,1,42,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,4,Yes,5,Yes,9,1,1,0,2,10,1,1,1,4,4,2,4,4,99,5,5,3,5,5,3,4,1,Yes,4,1,1,Yes,9,9,6,0,0,0,0,0,1,No,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,3,2,2,4,3,4,4,3,4,3,4,2,4,4,3
2315,5,June,1,A. Young Families,1,36,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,5,Yes,8,No,9,1,0,0,2,10,1,1,1,4,4,2,5,5,5,5,5,5,4,5,5,8,8,No,4,1,1,Yes,11,11,11,0,0,0,0,0,1,No,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,5,4,4,6
2316,5,June,1,A. Young Families,1,39,11,Local,2,0,1,0,1,0,0,0,0,1,1,Yes,0,No,0,8,No,8,No,9,0,0,0,3,6,1,1,1,2,2,1,3,3,3,3,3,2,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2317,5,June,1,A. Young Families,1,38,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,3,Yes,8,No,9,3,0,0,2,10,1,1,1,5,4,4,5,5,5,4,4,3,4,4,4,6,1,Yes,6,1,1,Yes,10,8,7,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,3,2,3,1,5,5,3,4,3,7,6,3,6,5
2318,5,June,1,A. Young Families,1,53,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,2,7,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,9,9,9,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,4,4,4,3,3,5,4,4,5,5,4,5,5,5
2319,5,June,1,A. Young Families,1,35,14,Local,2,0,1,0,1,0,0,0,0,1,1,Yes,1,Yes,0,1,Yes,6,Yes,8,1,1,0,2,6,1,1,1,4,4,3,4,4,3,4,4,3,4,4,4,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
2320,5,June,1,A. Young Families,1,47,13,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,9,No,9,0,0,0,3,6,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,8,8,No,8,8,8,No,2,2,2,0,0,0,0,0,1,No,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,4,5,3,5,5,4,4,4,4,4,4,5,4
2321,5,June,1,A. Young Families,1,46,8,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,9,0,0,0,2,9,1,1,1,4,4,3,4,4,4,4,4,3,4,4,3,6,1,Yes,7,7,1,No,8,8,6,0,0,0,0,0,1,No,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,4,4,5,4,5,4,5,4,4,4,4
2322,5,June,1,A. Young Families,1,35,8,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,5,Yes,8,No,8,1,0,0,2,8,1,1,1,2,2,2,3,3,3,4,4,3,4,4,4,8,8,No,8,8,8,No,11,10,9,0,0,0,0,0,1,No,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,5,3,2,4,2,4,5,3,2,4,4,3,5,2,4
2323,5,June,1,A. Young Families,1,43,12,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,1,Yes,3,Yes,4,6,5,1,2,10,1,1,1,4,5,3,3,4,4,4,4,4,4,4,5,3,1,Yes,3,1,1,Yes,8,9,9,0,1,1,1,0,0,Yes,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,3,4,3,4,3,3,5,5,3,3,4,3,4,3
2324,5,June,1,A. Young Families,1,40,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,7,No,8,No,7,0,0,0,3,8,1,1,1,4,4,5,4,4,5,4,4,5,4,4,5,4,1,Yes,5,1,1,Yes,9,9,10,0,1,0,0,0,0,Yes,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,6,6,4,5,4,3,6,5,6,6,6,6,6,6,3,6
2325,5,June,1,A. Young Families,1,47,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,9,0,0,0,2,8,1,1,1,3,3,3,4,4,4,4,4,4,3,3,4,8,8,No,8,8,8,No,8,8,8,0,0,0,0,0,1,No,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,4,4,2,4,4,5,4,4,4,5,4,4,4,4
2326,5,June,1,A. Young Families,2,30,11,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,4,Yes,2,Yes,8,6,6,0,2,10,1,1,1,5,5,5,5,5,5,5,5,3,5,5,5,6,1,Yes,6,1,1,Yes,11,11,9,0,0,0,0,0,1,No,2,3,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,2,5,5,3,5,5,5,2,3,5,5,5,5,5,5,4,5,5,5,3,2,2,3,4,4,2,4,4,4,4,4,4,6,6,5,4,4,5
2327,5,June,1,A. Young Families,2,32,13,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,4,Yes,2,Yes,5,2,2,1,2,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,1,Yes,6,1,1,Yes,11,11,11,0,1,0,0,0,0,Yes,2,3,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,1,5,5,5,1,2,5,5,5,5,3,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,7,2,5,7,1,1,7
2328,5,June,1,A. Young Families,2,42,11,Local,1,0,0,0,1,1,0,0,0,2,1,Yes,0,No,0,6,Yes,6,Yes,8,1,2,0,3,8,1,1,1,3,4,3,4,4,4,4,4,4,4,4,3,8,8,No,8,8,8,No,7,7,7,0,0,0,0,0,1,No,2,2,2,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,3,2,3,3,1,4,3,3,2,3,4,4,4,4,3,3,4,4,4,4,5,3,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4,5,5
2329,5,June,1,A. Young Families,2,29,11,Local,3,0,0,0,1,1,0,0,0,2,1,Yes,1,Yes,0,4,Yes,4,Yes,4,5,5,3,2,7,1,1,1,4,4,5,5,5,5,5,5,5,5,5,5,6,1,Yes,6,1,1,Yes,10,10,10,0,0,0,0,0,1,No,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,2,1,3,4,4,4,4,3,4,3,3,4,3,2,4,3,2,3,3,2,6,2,2,3,2,3,2,2,4,2,4,2
2330,5,June,1,A. Young Families,2,37,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,2,6,1,1,1,2,2,1,4,4,3,3,3,3,3,3,3,7,7,No,7,7,7,No,7,7,6,0,0,0,0,0,1,No,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,4,3,2,3,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
2331,5,June,1,A. Young Families,2,38,12,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,5,Yes,5,Yes,8,2,2,0,1,10,1,1,1,5,5,4,5,5,5,5,5,3,5,5,5,8,8,No,8,8,8,No,11,11,11,0,1,0,0,0,0,Yes,2,99,3,5,5,5,4,4,5,4,4,5,4,4,3,4,5,4,4,3,4,4,2,4,4,3,1,3,5,5,4,4,5,4,5,5,5,5,3,3,3,2,3,3,3,3,3,4,4,4,4,4,7,5,4,3,4
2332,5,June,1,A. Young Families,2,41,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,3,5,1,1,1,4,4,4,4,5,5,4,4,4,5,4,5,8,8,No,8,8,8,No,11,10,11,0,1,0,0,0,0,Yes,2,1,3,3,5,3,3,5,3,5,5,3,3,2,4,5,5,2,5,5,5,5,3,4,3,2,1,4,5,5,5,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5
2333,5,June,1,A. Young Families,2,44,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,5,Yes,5,Yes,5,3,3,1,2,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,8,8,No,8,8,8,No,11,11,10,0,1,0,0,0,0,Yes,2,99,3,5,4,3,5,5,5,5,5,4,5,2,5,5,5,5,4,1,5,5,1,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,4,1,3,4,3,4,1,4,4,5,4,4,5,5,4,4,4,5
2334,5,June,1,A. Young Families,2,36,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,7,No,8,No,9,0,0,0,2,6,1,1,1,2,2,1,4,4,4,4,4,3,4,4,4,7,7,No,7,7,7,No,8,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,3,3,4,4,4,5,4,4,4,4,4,4,4,5
2335,5,June,1,A. Young Families,2,47,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,5,Yes,8,No,4,1,0,2,2,10,1,1,1,5,4,5,5,5,5,4,4,4,5,5,5,8,8,No,8,8,8,No,11,11,11,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,6,6,4,7,7,1,7,7,7,7,7,7,6,4,6,7
